word,vector
180031,"[-0.4503820836544037,-0.16417744755744934,-0.06468166410923004,-0.07320477068424225,0.11465195566415787]"
8456,"[0.028416818007826805,-0.09511221945285797,-0.021874582394957542,0.044948358088731766,0.08574771136045456]"
2746,"[-0.1252513825893402,0.10711347311735153,0.09380170702934265,-0.017430393025279045,0.2742421329021454]"
96281,"[-0.060921598225831985,0.010831528343260288,-0.03381555527448654,-0.08718995749950409,-0.05612490698695183]"
5015,"[-0.28593361377716064,-0.11864037811756134,-0.04988715052604675,-0.07306911796331406,0.12012778222560883]"
2085,"[-0.14303606748580933,0.017459329217672348,0.07837720215320587,-0.023494131863117218,0.09681044518947601]"
1247,"[0.585981547832489,0.5525743961334229,-0.08058325201272964,-1.089937448501587,0.12537342309951782]"
78746,"[-0.02402428165078163,-0.03896376118063927,0.033055733889341354,-0.056100014597177505,0.11413886398077011]"
182297,"[-0.17449983954429626,0.027772612869739532,0.03702135756611824,-0.11063787341117859,0.04265957698225975]"
640,"[-0.06887388229370117,-0.056155312806367874,0.0032859784550964832,0.06286784261465073,-0.11573774367570877]"
1597,"[-0.039489783346652985,0.10057174414396286,0.00979689136147499,-0.07176374644041061,-0.00296411057934165]"
56941,"[-0.2458522468805313,-0.04889485612511635,-0.0025843214243650436,-0.0809921994805336,0.10722566395998001]"
4014,"[-0.3228617012500763,0.07883398979902267,0.13459321856498718,0.10532844066619873,0.1455845981836319]"
1374,"[0.3658382296562195,0.061063364148139954,-0.13523654639720917,-0.5552738308906555,0.050637781620025635]"
4304,"[-0.15497229993343353,0.023221977055072784,0.09524759650230408,-0.13549858331680298,0.04592113196849823]"
786,"[0.39465823769569397,0.18407204747200012,0.005206132307648659,0.02758122980594635,-0.2093178927898407]"
93790,"[0.05953826382756233,0.09659980237483978,0.05807187408208847,-0.003088517114520073,-0.02661563828587532]"
926,"[0.4055752456188202,0.12854088842868805,-0.12822921574115753,-0.053608208894729614,0.02287687547504902]"
8974,"[-0.035386860370635986,0.06333897262811661,-0.10579366981983185,-0.011061997152864933,0.07846265286207199]"
135143,"[-0.3579838275909424,-0.1164492517709732,-0.032681021839380264,-0.05313225835561752,0.23272277414798737]"
3219,"[-0.10233481228351593,0.043438561260700226,0.02144021727144718,0.1183796301484108,0.03992386534810066]"
7387,"[-0.21380847692489624,-0.12380395084619522,-0.05881517007946968,0.048609744757413864,0.12621845304965973]"
72167,"[-0.28801432251930237,-0.01751403883099556,-0.11534981429576874,-0.014388514682650566,0.08110134303569794]"
45722,"[-0.06721945106983185,-0.03805791586637497,-0.1632436364889145,-0.019197678193449974,0.2132398635149002]"
3991,"[0.07287666946649551,0.08515459299087524,-0.08223889023065567,-0.10265359282493591,0.10132942348718643]"
1050,"[0.18137063086032867,0.01882145367562771,-0.07659376412630081,-0.08286166191101074,0.01819445565342903]"
2393,"[-0.1931944191455841,0.2487449198961258,-0.19130980968475342,-0.11513104289770126,0.15066194534301758]"
1600,"[-0.10049454867839813,-0.056808583438396454,-0.0719010978937149,-0.09470920264720917,0.08420772105455399]"
62208,"[-0.14748793840408325,-0.011144082993268967,0.0046556247398257256,-0.09553766250610352,0.021200671792030334]"
4795,"[-0.23604907095432281,-0.025362031534314156,0.0035066772252321243,-0.11377860605716705,0.023139435797929764]"
70159,"[0.002599598839879036,-0.08114416897296906,-0.023710796609520912,0.007984442636370659,0.07035788893699646]"
229,"[0.05824749916791916,-0.0428275540471077,0.10155805945396423,0.09132388979196548,-0.20534779131412506]"
3733,"[-0.14664357900619507,-0.062098272144794464,0.07020869851112366,-0.12443168461322784,0.05555682256817818]"
131724,"[0.01236643921583891,-0.01510732714086771,-0.06370801478624344,0.02072172425687313,0.07790834456682205]"
5285,"[-0.07980431616306305,-0.01270552072674036,-0.03708738088607788,0.045216236263513565,0.040124207735061646]"
95654,"[-0.21300430595874786,0.05620777979493141,-0.033641111105680466,-0.05751572176814079,0.07973214983940125]"
33669,"[-0.04289841651916504,-0.08058153837919235,-0.0409601628780365,0.02576531283557415,-0.009803684428334236]"
3632,"[-0.006390790455043316,0.019239427521824837,-0.06959085911512375,-0.012981644831597805,0.05764618143439293]"
72104,"[-0.047943729907274246,-0.07832004129886627,0.03127715364098549,-0.004920679610222578,0.0243820883333683]"
830,"[-0.02611536718904972,0.04378318041563034,-0.038871295750141144,0.01462855376303196,-0.19916243851184845]"
2427,"[-0.03858371451497078,0.13986389338970184,-0.03747570514678955,-0.007333679124712944,0.1255837082862854]"
1799,"[-0.010218733921647072,0.06522323191165924,-0.013326669111847878,-0.17191500961780548,-0.019167957827448845]"
4343,"[-0.1744501143693924,0.12100929766893387,-0.039160147309303284,-0.06100434809923172,0.030772773548960686]"
1385,"[0.011448753997683525,0.09843315929174423,0.04692533239722252,-0.1950172334909439,0.0023540211841464043]"
1191,"[0.021280739456415176,0.11249422281980515,-0.014663182199001312,-0.055643074214458466,0.05122087895870209]"
6402,"[0.05191507190465927,-0.038607943803071976,0.048509206622838974,0.04632784053683281,-0.03853026032447815]"
3707,"[-0.1109074279665947,0.08335840702056885,-0.013003239408135414,0.05042983591556549,0.10448399186134338]"
26777,"[-0.011272428557276726,-0.005403886549174786,-0.06482446193695068,-0.08919207751750946,0.10670489072799683]"
4383,"[-0.12947538495063782,0.059589989483356476,-0.04009368270635605,0.04528123885393143,0.09210898727178574]"
2351,"[-0.11054915934801102,0.14906185865402222,-0.046636197715997696,-0.10176680237054825,0.07859999686479568]"
1994,"[-0.1355864256620407,0.08711984753608704,0.08093154430389404,0.0538916252553463,0.03403399884700775]"
3248,"[-0.06944268196821213,-0.07321134954690933,0.07689233869314194,-0.09670785814523697,-0.044859688729047775]"
86781,"[-0.1499701738357544,-0.09524882584810257,-0.0011198120191693306,-0.06299379467964172,0.05364948511123657]"
2806,"[0.09599141776561737,0.044689077883958817,0.029464121907949448,-0.08993523567914963,0.0878056213259697]"
179813,"[-0.12597787380218506,0.05127289891242981,-0.059458427131175995,-0.05405745282769203,-0.021791642531752586]"
4617,"[-0.08784004300832748,-0.014880881644785404,-0.010768664069473743,-0.05077985301613808,0.0829956978559494]"
1676,"[0.24424496293067932,0.048186156898736954,0.0959409847855568,-0.39174219965934753,-0.0423959419131279]"
44613,"[-0.3315613269805908,0.036618370562791824,-0.05148258060216904,-0.060194797813892365,0.010397160425782204]"
155659,"[-0.0596647635102272,-0.05750158056616783,-0.10427002608776093,0.055950287729501724,0.004397538490593433]"
3826,"[-0.05093294009566307,-0.0038764735218137503,0.01832471415400505,-0.02045821212232113,0.05708542466163635]"
147286,"[-0.18275964260101318,-0.10865358263254166,-0.032782524824142456,-0.09556549787521362,0.07514771074056625]"
143031,"[-0.1590723842382431,0.01835934817790985,-0.03627950698137283,-0.08731397986412048,-0.058669544756412506]"
27611,"[-0.06311067938804626,-0.12040649354457855,0.01541822962462902,-0.07681180536746979,0.04670308530330658]"
50610,"[-0.09155817329883575,-0.025176219642162323,0.07822408527135849,0.01788463070988655,-0.0018025573808699846]"
3594,"[-0.21838240325450897,-0.04261508584022522,-0.09661271423101425,-0.14341412484645844,-0.025661280378699303]"
93840,"[-0.3524000644683838,-0.16572371125221252,-0.04921828955411911,-0.21182093024253845,0.13920259475708008]"
80363,"[0.003095518797636032,-0.08344753086566925,-0.04067440330982208,-0.10578037053346634,-0.03363468497991562]"
187541,"[-0.1077386811375618,-0.04638669267296791,0.09224103391170502,-0.016310766339302063,0.10353133082389832]"
3096,"[-0.11094677448272705,-0.06048552691936493,0.005572671070694923,-0.10895904898643494,0.10172352939844131]"
77561,"[-0.2862257659435272,-0.0975014865398407,-0.19394753873348236,-0.0015658987686038017,0.15596070885658264]"
5074,"[-0.06914915889501572,0.006314708851277828,-0.11172614991664886,0.09203825891017914,0.012970473617315292]"
8640,"[-0.17380285263061523,0.024235298857092857,-0.10469896346330643,0.07265982031822205,0.08149608224630356]"
2146,"[-0.030607368797063828,-0.08521746844053268,0.0031314038205891848,-0.09149017930030823,0.05380338430404663]"
90405,"[-0.0473288893699646,0.02052808552980423,-0.07564504444599152,-0.06105039268732071,0.1319681704044342]"
72720,"[-0.2701338529586792,0.05211840569972992,-0.04624379426240921,-0.05441666394472122,0.06936252117156982]"
2130,"[-0.11502277851104736,-0.009283870458602905,-0.03659733757376671,0.05054177716374397,0.066648930311203]"
3296,"[0.012499239295721054,-0.0628073662519455,0.1558251827955246,0.10993239283561707,0.030894577503204346]"
134334,"[-0.18882086873054504,-0.018184367567300797,0.01695922762155533,0.005878578871488571,0.018312346190214157]"
1549,"[-0.04891254007816315,-0.05626121908426285,0.03751242905855179,-0.02815389633178711,0.09390556067228317]"
1990,"[-0.07630026340484619,0.05765116587281227,0.01255912333726883,-0.00536502618342638,-0.07533256709575653]"
766,"[-0.17781084775924683,-0.09727887064218521,0.07396843284368515,0.004392685368657112,0.04110511764883995]"
40851,"[-0.07609574496746063,-0.024224985390901566,-0.11133885383605957,0.027270957827568054,0.04240423068404198]"
327,"[-0.061738982796669006,0.14822250604629517,-0.056630417704582214,0.14268533885478973,-0.39590784907341003]"
2481,"[-0.004800652153789997,-0.0259217731654644,-0.09168608486652374,-0.10254638642072678,-0.0114502077922225]"
779,"[-0.010927416384220123,0.025094572454690933,-0.0989154800772667,-0.05767904967069626,0.042013708502054214]"
3256,"[-0.2486225664615631,0.21315564215183258,0.029141422361135483,0.07720424234867096,0.10116694867610931]"
27706,"[-0.09315373748540878,0.12256702035665512,-0.020236283540725708,-0.09527341276407242,0.11995463818311691]"
43936,"[-0.09236985445022583,-0.08786570280790329,0.013196812942624092,-0.06005363538861275,0.03522404655814171]"
140816,"[-0.3064035475254059,-0.025786718353629112,-0.13092896342277527,-0.12217989563941956,-0.052248962223529816]"
543,"[0.33592814207077026,0.3439461588859558,-0.05793881043791771,0.30320116877555847,-0.6947525143623352]"
4441,"[-0.041233986616134644,-0.08405502140522003,0.01934899389743805,-0.07596974074840546,0.03173936903476715]"
4289,"[-0.11864718794822693,0.008826322853565216,-0.07728572189807892,-0.07871773838996887,-0.016505036503076553]"
4916,"[-0.06638152152299881,0.008569838479161263,-0.1024879664182663,-0.001704694819636643,-0.010341821238398552]"
2017,"[-0.05063068866729736,-0.010508954524993896,0.01807033270597458,0.02756444551050663,-0.00609217444434762]"
72178,"[-0.017933271825313568,-0.09872569143772125,-0.09835725277662277,0.050593145191669464,-0.05217839032411575]"
81564,"[-0.12341830134391785,-0.11725081503391266,0.05165503919124603,0.027843479067087173,0.10336605459451675]"
1423,"[-0.09724332392215729,0.006398224737495184,0.0409148707985878,-0.03676833212375641,0.024886006489396095]"
102602,"[-0.13568581640720367,-0.06188524514436722,0.0007332260720431805,-0.09865081310272217,0.05142897367477417]"
3744,"[-0.039230216294527054,0.08796953409910202,-0.06394742429256439,-0.03895765542984009,-0.033992949873209]"
1734,"[0.018576834350824356,-0.0128883495926857,-0.06139889359474182,-0.16196557879447937,-0.06920183449983597]"
3259,"[0.06331409513950348,0.021887224167585373,-0.06564764678478241,-0.09383971989154816,0.055815670639276505]"
5838,"[-0.01857035793364048,0.056903474032878876,-0.09466652572154999,-0.016835924237966537,0.0785604789853096]"
135137,"[-0.054373882710933685,0.06602850556373596,0.04417247697710991,-0.048521142452955246,0.034276507794857025]"
1680,"[0.06464067101478577,-0.029369572177529335,-0.024717332795262337,-0.12651397287845612,-0.0680418387055397]"
3208,"[-0.13796713948249817,0.06816750764846802,-0.003746737726032734,-0.059452399611473083,0.10023285448551178]"
4155,"[-0.11267081648111343,0.0959693193435669,-0.09811625629663467,-0.16755132377147675,0.11768390983343124]"
6961,"[0.045451484620571136,-0.08336779475212097,-0.05365563929080963,-0.028685688972473145,0.02420356310904026]"
1413,"[-0.1464529186487198,0.03155997022986412,0.046208370476961136,-0.10322963446378708,-0.007613310124725103]"
1206,"[1.3844362497329712,0.675774872303009,0.16335389018058777,-1.3380826711654663,0.1807982325553894]"
118706,"[-0.07117004692554474,-0.0284709595143795,-0.04418763518333435,-0.007058977149426937,0.006322338245809078]"
2314,"[0.008264129981398582,-0.08324005454778671,0.0890803188085556,-0.05485150218009949,0.09673134237527847]"
110746,"[0.069024458527565,-0.001579043222591281,-0.04478980973362923,0.010287204757332802,-0.06537306308746338]"
1363,"[0.07169496268033981,0.04853799194097519,-0.011718726716935635,-0.02237730659544468,-0.08810479938983917]"
1594,"[0.07786966860294342,0.008154070004820824,0.08390317112207413,-0.2304474413394928,0.016072046011686325]"
4697,"[-0.15243840217590332,-0.026351459324359894,0.08692615479230881,-0.07645905762910843,0.0038343071937561035]"
85780,"[-0.16144782304763794,-0.13752491772174835,-0.10735273361206055,-0.09599869698286057,0.040776193141937256]"
2524,"[-0.18877319991588593,0.1092725470662117,-0.02063390240073204,0.03239041566848755,0.09042517095804214]"
70708,"[-0.027493763715028763,0.04863769933581352,-0.06947875767946243,0.1122879609465599,-0.05467870458960533]"
6723,"[-0.041935283690690994,0.023557834327220917,-0.05035443231463432,-0.03752613812685013,-0.04071519523859024]"
1151,"[0.04804772883653641,0.09665655344724655,-0.10272431373596191,0.02179327793419361,-0.05655722692608833]"
7082,"[-0.036674704402685165,-0.02338268980383873,-0.0019389791414141655,-0.026283957064151764,0.10288570821285248]"
1333,"[0.17777758836746216,0.150051549077034,-0.22995850443840027,-0.5184078812599182,0.0814264565706253]"
152077,"[-0.309728741645813,-0.0577014721930027,-0.08417866379022598,-0.17867375910282135,0.04471287131309509]"
26840,"[-0.06368303298950195,-0.0393034964799881,0.0719413235783577,-0.14953097701072693,0.12025366723537445]"
32302,"[-0.036514151841402054,0.09843362122774124,-0.06520422548055649,-0.002603278961032629,0.0415993295609951]"
2622,"[-0.03430628031492233,0.0926404818892479,0.07249446213245392,0.06459099054336548,-0.023593531921505928]"
144606,"[-0.11770035326480865,-0.05370832979679108,0.020060710608959198,-0.11057157814502716,-0.027405299246311188]"
7451,"[-0.23787222802639008,-0.1590070277452469,-0.16748729348182678,-0.12380052357912064,0.06201544031500816]"
2470,"[-0.19531197845935822,-0.008448037318885326,-0.15506809949874878,-0.11207892745733261,0.19493898749351501]"
4063,"[-0.23561815917491913,-0.032199788838624954,-0.04492373764514923,-0.1629467010498047,-0.019515223801136017]"
118530,"[-0.17909082770347595,-0.10195955634117126,0.020436549559235573,-0.11966436356306076,-0.015135806053876877]"
80139,"[-0.2663618326187134,-0.009606142528355122,-0.08061759173870087,-0.1470409333705902,0.087006114423275]"
62999,"[-0.26999399065971375,-0.11055086553096771,-0.049881745129823685,-0.1202562004327774,0.12928862869739532]"
2490,"[-0.22906404733657837,-0.024641916155815125,-0.05274253711104393,-0.021702958270907402,0.15700531005859375]"
4920,"[0.019646842032670975,-0.05134417861700058,0.05690009146928787,-0.0774606466293335,0.023998629301786423]"
1242,"[0.3233538269996643,0.5755734443664551,-0.07029139995574951,-1.090394139289856,-0.045151542872190475]"
1701,"[-0.05949235334992409,0.08409027755260468,-0.09255868941545486,-0.0463995635509491,0.03057572990655899]"
3364,"[-0.07397148758172989,-0.08145683258771896,-0.09256776422262192,-0.07938861846923828,0.04939800873398781]"
151763,"[-0.13113632798194885,-0.10866131633520126,-0.014790553599596024,-0.08821719884872437,0.007498765364289284]"
2973,"[-0.00805622898042202,-0.03273638337850571,0.08886900544166565,0.12501773238182068,0.2922937273979187]"
4278,"[-0.11040030419826508,-0.01062258891761303,-0.044684261083602905,-0.07384297251701355,0.032946787774562836]"
95510,"[-0.2808820605278015,-0.05315712094306946,-0.05960334092378616,-0.19562138617038727,0.17306452989578247]"
349,"[-0.07367823272943497,0.23840919137001038,-0.3180391490459442,0.4403344392776489,-1.7019927501678467]"
370,"[0.12075118720531464,0.1505405455827713,-0.04028831049799919,0.18285885453224182,-0.7676623463630676]"
